flow_duration,ip_proto,srcport,dstport,byte_count,packet_count,type
51975,6,36390,80,0,3,1
4406667,6,80,48840,1284,8,1
22699,6,62077,80,1222,7,1
32689,6,51024,80,0,2,1
45510,6,51876,80,0,2,1
2284,6,58563,80,0,2,1
4447150,6,80,55368,1239,8,1
1916,6,48882,80,0,2,1
4647,6,65245,80,0,2,1
18574897,6,53272,80,0,2,1
25574,6,41352,80,0,2,1
79062,6,50708,80,0,3,1
13096,6,42770,80,0,2,1
2746,6,80,50950,1261,7,1
5299880,6,80,46270,1693,10,1
4510109,6,80,53186,1287,8,1
4473828,6,80,56178,1289,8,1
1701481,6,57901,80,984,7,1
3171,6,54080,80,0,2,1
1667283,6,53412,80,0,2,1
1684,6,52589,80,0,2,1
15924,6,60086,80,1274,7,1
1910364,6,56498,80,0,2,1
1346,6,57002,80,0,2,1
5632221,6,80,51170,1301,9,1
23368,6,38442,80,0,2,1
15053,6,80,56468,1248,7,1
3591437,6,80,41506,1303,8,1
747,6,58586,80,0,2,1
1302264,6,59192,80,984,7,1
4156722,6,80,57372,1314,8,1
1332371,6,58451,80,984,7,1
4366823,6,80,53012,1314,9,1
794840,6,55654,80,984,7,1
1612863,6,52535,80,984,7,1
65011,6,36002,80,0,3,1
52553,6,80,63428,1234,7,1
6317,6,60297,80,0,2,1
1155,6,80,57210,1203,7,1
1487,6,52321,80,0,2,1
9316,6,60350,80,0,2,1
1156,6,80,60559,1249,7,1
4286385,6,80,60432,1306,8,1
19525,6,34514,80,0,2,1
29843,6,59035,80,0,2,1
5157,6,80,63272,1245,7,1
20709,6,80,55326,1246,7,1
15889,6,56632,80,0,2,1
41933545,6,55509,80,0,2,1
1473575,6,53983,80,984,7,1
4193994,6,80,46900,1293,8,1
793,6,64855,80,0,2,1
4543727,6,80,50736,1302,8,1
693,6,57521,80,0,2,1
1779,6,60898,80,0,2,1
18869,6,49916,80,0,2,1
3,6,52306,10271,0,0,1
3,6,52306,10271,0,0,1
3,6,60406,19587,0,0,1
3,6,60406,19587,0,0,1
2,6,49979,49758,0,0,1
2,6,49979,49758,0,0,1
2,6,11115,14769,0,0,1
2,6,11115,14769,0,0,1
2,6,36855,3358,0,0,1
2,6,36855,3358,0,0,1
2,6,41300,63690,0,0,1
2,6,41300,63690,0,0,1
2,6,25574,30574,0,0,1
2,6,25574,30574,0,0,1
2,6,18949,51474,0,0,1
2,6,18949,51474,0,0,1
1,6,28544,48487,0,0,1
1,6,28544,48487,0,0,1
1,6,38346,14835,0,0,1
1,6,38346,14835,0,0,1
1,6,2033,23670,0,0,1
1,6,2033,23670,0,0,1
1,6,41691,59115,0,0,1
1,6,41691,59115,0,0,1
1,6,35913,41644,0,0,1
1,6,35913,41644,0,0,1
1,6,17932,53334,0,0,1
1,6,17932,53334,0,0,1
1,6,43084,10764,0,0,1
1,6,43084,10764,0,0,1
0,6,24811,41780,0,0,1
0,6,24811,41780,0,0,1
0,6,18106,35491,0,0,1
0,6,18106,35491,0,0,1
0,6,6191,55806,0,0,1
0,6,6191,55806,0,0,1
0,6,7924,41828,0,0,1
0,6,7924,41828,0,0,1
0,6,43831,2963,0,0,1
0,6,43831,2963,0,0,1
0,6,5906,65530,0,0,1
0,6,5906,65530,0,0,1
0,6,7533,30031,0,0,1
0,6,7533,30031,0,0,1
3,6,52306,10271,0,0,1
3,6,52306,10271,0,0,1
3,6,60406,19587,0,0,1
3,6,60406,19587,0,0,1
2,6,49979,49758,0,0,1
2,6,49979,49758,0,0,1
2,6,11115,14769,0,0,1
2,6,11115,14769,0,0,1
2,6,36855,3358,0,0,1
2,6,36855,3358,0,0,1
2,6,41300,63690,0,0,1
2,6,41300,63690,0,0,1
2,6,25574,30574,0,0,1
2,6,25574,30574,0,0,1
2,6,18949,51474,0,0,1
2,6,18949,51474,0,0,1
1,6,28544,48487,0,0,1
1,6,28544,48487,0,0,1
1,6,38346,14835,0,0,1
1,6,38346,14835,0,0,1
1,6,2033,23670,0,0,1
1,6,2033,23670,0,0,1
1,6,41691,59115,0,0,1
1,6,41691,59115,0,0,1
1,6,35913,41644,0,0,1
1,6,35913,41644,0,0,1
1,6,17932,53334,0,0,1
1,6,17932,53334,0,0,1
1,6,43084,10764,0,0,1
1,6,43084,10764,0,0,1
0,6,24811,41780,0,0,1
0,6,24811,41780,0,0,1
0,6,18106,35491,0,0,1
0,6,18106,35491,0,0,1
0,6,6191,55806,0,0,1
0,6,6191,55806,0,0,1
0,6,7924,41828,0,0,1
0,6,7924,41828,0,0,1
0,6,43831,2963,0,0,1
0,6,43831,2963,0,0,1
0,6,5906,65530,0,0,1
0,6,5906,65530,0,0,1
0,6,7533,30031,0,0,1
0,6,7533,30031,0,0,1
3,6,52306,10271,0,0,1
3,6,52306,10271,0,0,1
3,6,60406,19587,0,0,1
3,6,60406,19587,0,0,1
2,6,49979,49758,0,0,1
2,6,49979,49758,0,0,1
2,6,11115,14769,0,0,1
2,6,11115,14769,0,0,1
2,6,36855,3358,0,0,1
2,6,36855,3358,0,0,1
2,6,41300,63690,0,0,1
2,6,41300,63690,0,0,1
2,6,25574,30574,0,0,1
2,6,25574,30574,0,0,1
2,6,18949,51474,0,0,1
2,6,18949,51474,0,0,1
1,6,28544,48487,0,0,1
1,6,28544,48487,0,0,1
1,6,38346,14835,0,0,1
1,6,38346,14835,0,0,1
1,6,2033,23670,0,0,1
1,6,2033,23670,0,0,1
1,6,41691,59115,0,0,1
1,6,41691,59115,0,0,1
1,6,35913,41644,0,0,1
1,6,35913,41644,0,0,1
1,6,17932,53334,0,0,1
1,6,17932,53334,0,0,1
1,6,43084,10764,0,0,1
1,6,43084,10764,0,0,1
0,6,24811,41780,0,0,1
0,6,24811,41780,0,0,1
0,6,18106,35491,0,0,1
0,6,18106,35491,0,0,1
0,6,6191,55806,0,0,1
0,6,6191,55806,0,0,1
0,6,7924,41828,0,0,1
0,6,7924,41828,0,0,1
0,6,43831,2963,0,0,1
0,6,43831,2963,0,0,1
0,6,5906,65530,0,0,1
0,6,5906,65530,0,0,1
0,6,7533,30031,0,0,1
0,6,7533,30031,0,0,1
10,6,15342,6812,0,0,1
9,6,15342,6812,0,0,1
9,6,47775,9290,0,0,1
9,6,47775,9290,0,0,1
9,6,59130,32601,0,0,1
9,6,59130,32601,0,0,1
9,6,42738,62997,0,0,1
9,6,42738,62997,0,0,1
9,6,7514,27858,0,0,1
9,6,7514,27858,0,0,1
9,6,43196,51756,0,0,1
9,6,43196,51756,0,0,1
9,6,13575,56826,0,0,1
8,6,13575,56826,0,0,1
8,6,48268,5155,0,0,1
8,6,48268,5155,0,0,1
8,6,40274,15535,0,0,1
8,6,40274,15535,0,0,1
8,6,4280,35025,0,0,1
8,6,4280,35025,0,0,1
8,6,56661,61194,0,0,1
8,6,56661,61194,0,0,1
8,6,51101,5847,0,0,1
8,6,51101,5847,0,0,1
8,6,18648,28126,0,0,1
8,6,18648,28126,0,0,1
7,6,31788,41854,0,0,1
7,6,31788,41854,0,0,1
7,6,62071,39135,0,0,1
7,6,62071,39135,0,0,1
7,6,4275,42608,0,0,1
7,6,4275,42608,0,0,1
7,6,2231,55989,0,0,1
7,6,2231,55989,0,0,1
7,6,43416,48122,0,0,1
7,6,43416,48122,0,0,1
7,6,19774,6912,0,0,1
7,6,19774,6912,0,0,1
7,6,50353,4412,0,0,1
6,6,50353,4412,0,0,1
6,6,11105,43414,0,0,1
6,6,11105,43414,0,0,1
6,6,43705,39046,0,0,1
6,6,43705,39046,0,0,1
6,6,11265,25675,0,0,1
6,6,11265,25675,0,0,1
6,6,29266,39750,0,0,1
6,6,29266,39750,0,0,1
6,6,12347,43122,0,0,1
6,6,12347,43122,0,0,1
6,6,36581,58822,0,0,1
6,6,36581,58822,0,0,1
5,6,36315,46895,0,0,1
5,6,36315,46895,0,0,1
5,6,59000,32801,0,0,1
5,6,59000,32801,0,0,1
5,6,39260,26339,0,0,1
5,6,39260,26339,0,0,1
5,6,61649,60224,0,0,1
5,6,61649,60224,0,0,1
5,6,19795,63791,0,0,1
5,6,19795,63791,0,0,1
5,6,46893,11073,0,0,1
5,6,46893,11073,0,0,1
4,6,29123,11604,0,0,1
4,6,29123,11604,0,0,1
4,6,62625,16931,0,0,1
4,6,62625,16931,0,0,1
4,6,30027,10366,0,0,1
4,6,30027,10366,0,0,1
4,6,53727,5767,0,0,1
4,6,53727,5767,0,0,1
4,6,38624,64324,0,0,1
4,6,38624,64324,0,0,1
4,6,53881,48519,0,0,1
4,6,53881,48519,0,0,1
4,6,31330,55859,0,0,1
4,6,31330,55859,0,0,1
3,6,27205,9253,0,0,1
3,6,27205,9253,0,0,1
3,6,58603,53552,0,0,1
3,6,58603,53552,0,0,1
3,6,2711,55575,0,0,1
3,6,2711,55575,0,0,1
3,6,13262,58530,0,0,1
3,6,13262,58530,0,0,1
3,6,15626,18246,0,0,1
3,6,15626,18246,0,0,1
3,6,45203,36775,0,0,1
3,6,45203,36775,0,0,1
2,6,4160,6019,0,0,1
2,6,4160,6019,0,0,1
2,6,32234,64084,0,0,1
2,6,32234,64084,0,0,1
2,6,2823,64778,0,0,1
2,6,2823,64778,0,0,1
2,6,2735,1054,0,0,1
2,6,2735,1054,0,0,1
2,6,48734,57206,0,0,1
2,6,48734,57206,0,0,1
2,6,35651,36787,0,0,1
2,6,35651,36787,0,0,1
2,6,41902,59134,0,0,1
1,6,41902,59134,0,0,1
1,6,64503,36784,0,0,1
1,6,64503,36784,0,0,1
1,6,16107,19999,0,0,1
1,6,16107,19999,0,0,1
1,6,6668,12601,0,0,1
1,6,6668,12601,0,0,1
1,6,6370,16933,0,0,1
1,6,6370,16933,0,0,1
1,6,35399,19239,0,0,1
1,6,35399,19239,0,0,1
1,6,47206,65391,0,0,1
1,6,47206,65391,0,0,1
0,6,61285,47749,0,0,1
0,6,61285,47749,0,0,1
0,6,8669,18843,0,0,1
0,6,8669,18843,0,0,1
0,6,21607,15109,0,0,1
0,6,21607,15109,0,0,1
0,6,8032,11324,0,0,1
0,6,8032,11324,0,0,1
0,6,38978,47594,0,0,1
0,6,38978,47594,0,0,1
0,6,19377,23414,0,0,1
0,6,19377,23414,0,0,1
0,6,34895,34265,0,0,1
0,6,34895,34265,0,0,1
10,6,15342,6812,0,0,1
9,6,15342,6812,0,0,1
9,6,47775,9290,0,0,1
9,6,47775,9290,0,0,1
9,6,59130,32601,0,0,1
9,6,59130,32601,0,0,1
9,6,42738,62997,0,0,1
9,6,42738,62997,0,0,1
9,6,7514,27858,0,0,1
9,6,7514,27858,0,0,1
9,6,43196,51756,0,0,1
9,6,43196,51756,0,0,1
9,6,13575,56826,0,0,1
8,6,13575,56826,0,0,1
8,6,48268,5155,0,0,1
8,6,48268,5155,0,0,1
8,6,40274,15535,0,0,1
8,6,40274,15535,0,0,1
8,6,4280,35025,0,0,1
8,6,4280,35025,0,0,1
8,6,56661,61194,0,0,1
8,6,56661,61194,0,0,1
8,6,51101,5847,0,0,1
8,6,51101,5847,0,0,1
8,6,18648,28126,0,0,1
8,6,18648,28126,0,0,1
7,6,31788,41854,0,0,1
7,6,31788,41854,0,0,1
7,6,62071,39135,0,0,1
7,6,62071,39135,0,0,1
7,6,4275,42608,0,0,1
7,6,4275,42608,0,0,1
7,6,2231,55989,0,0,1
7,6,2231,55989,0,0,1
7,6,43416,48122,0,0,1
7,6,43416,48122,0,0,1
7,6,19774,6912,0,0,1
7,6,19774,6912,0,0,1
7,6,50353,4412,0,0,1
6,6,50353,4412,0,0,1
6,6,11105,43414,0,0,1
6,6,11105,43414,0,0,1
6,6,43705,39046,0,0,1
6,6,43705,39046,0,0,1
6,6,11265,25675,0,0,1
6,6,11265,25675,0,0,1
6,6,29266,39750,0,0,1
6,6,29266,39750,0,0,1
6,6,12347,43122,0,0,1
6,6,12347,43122,0,0,1
6,6,36581,58822,0,0,1
6,6,36581,58822,0,0,1
5,6,36315,46895,0,0,1
5,6,36315,46895,0,0,1
5,6,59000,32801,0,0,1
5,6,59000,32801,0,0,1
5,6,39260,26339,0,0,1
5,6,39260,26339,0,0,1
5,6,61649,60224,0,0,1
5,6,61649,60224,0,0,1
5,6,19795,63791,0,0,1
5,6,19795,63791,0,0,1
5,6,46893,11073,0,0,1
5,6,46893,11073,0,0,1
4,6,29123,11604,0,0,1
4,6,29123,11604,0,0,1
4,6,62625,16931,0,0,1
4,6,62625,16931,0,0,1
4,6,30027,10366,0,0,1
4,6,30027,10366,0,0,1
4,6,53727,5767,0,0,1
4,6,53727,5767,0,0,1
4,6,38624,64324,0,0,1
4,6,38624,64324,0,0,1
4,6,53881,48519,0,0,1
4,6,53881,48519,0,0,1
4,6,31330,55859,0,0,1
4,6,31330,55859,0,0,1
3,6,27205,9253,0,0,1
3,6,27205,9253,0,0,1
3,6,58603,53552,0,0,1
3,6,58603,53552,0,0,1
3,6,2711,55575,0,0,1
3,6,2711,55575,0,0,1
3,6,13262,58530,0,0,1
3,6,13262,58530,0,0,1
3,6,15626,18246,0,0,1
3,6,15626,18246,0,0,1
3,6,45203,36775,0,0,1
3,6,45203,36775,0,0,1
2,6,4160,6019,0,0,1
2,6,4160,6019,0,0,1
2,6,32234,64084,0,0,1
2,6,32234,64084,0,0,1
2,6,2823,64778,0,0,1
2,6,2823,64778,0,0,1
2,6,2735,1054,0,0,1
2,6,2735,1054,0,0,1
2,6,48734,57206,0,0,1
2,6,48734,57206,0,0,1
2,6,35651,36787,0,0,1
2,6,35651,36787,0,0,1
2,6,41902,59134,0,0,1
1,6,41902,59134,0,0,1
1,6,64503,36784,0,0,1
1,6,64503,36784,0,0,1
1,6,16107,19999,0,0,1
1,6,16107,19999,0,0,1
1,6,6668,12601,0,0,1
1,6,6668,12601,0,0,1
1,6,6370,16933,0,0,1
1,6,6370,16933,0,0,1
1,6,35399,19239,0,0,1
1,6,35399,19239,0,0,1
1,6,47206,65391,0,0,1
1,6,47206,65391,0,0,1
0,6,61285,47749,0,0,1
0,6,61285,47749,0,0,1
0,6,8669,18843,0,0,1
0,6,8669,18843,0,0,1
0,6,21607,15109,0,0,1
0,6,21607,15109,0,0,1
0,6,8032,11324,0,0,1
0,6,8032,11324,0,0,1
0,6,38978,47594,0,0,1
0,6,38978,47594,0,0,1
0,6,19377,23414,0,0,1
0,6,19377,23414,0,0,1
0,6,34895,34265,0,0,1
0,6,34895,34265,0,0,1
10,6,15342,6812,0,0,1
9,6,15342,6812,0,0,1
9,6,47775,9290,0,0,1
9,6,47775,9290,0,0,1
9,6,59130,32601,0,0,1
9,6,59130,32601,0,0,1
9,6,42738,62997,0,0,1
9,6,42738,62997,0,0,1
9,6,7514,27858,0,0,1
9,6,7514,27858,0,0,1
9,6,43196,51756,0,0,1
9,6,43196,51756,0,0,1
9,6,13575,56826,0,0,1
8,6,13575,56826,0,0,1
8,6,48268,5155,0,0,1
8,6,48268,5155,0,0,1
8,6,40274,15535,0,0,1
8,6,40274,15535,0,0,1
8,6,4280,35025,0,0,1
8,6,4280,35025,0,0,1
8,6,56661,61194,0,0,1
8,6,56661,61194,0,0,1
8,6,51101,5847,0,0,1
8,6,51101,5847,0,0,1
8,6,18648,28126,0,0,1
8,6,18648,28126,0,0,1
7,6,31788,41854,0,0,1
7,6,31788,41854,0,0,1
7,6,62071,39135,0,0,1
7,6,62071,39135,0,0,1
7,6,4275,42608,0,0,1
7,6,4275,42608,0,0,1
7,6,2231,55989,0,0,1
7,6,2231,55989,0,0,1
7,6,43416,48122,0,0,1
7,6,43416,48122,0,0,1
7,6,19774,6912,0,0,1
7,6,19774,6912,0,0,1
6,6,50353,4412,0,0,1
6,6,50353,4412,0,0,1
6,6,11105,43414,0,0,1
6,6,11105,43414,0,0,1
6,6,43705,39046,0,0,1
6,6,43705,39046,0,0,1
6,6,11265,25675,0,0,1
6,6,11265,25675,0,0,1
6,6,29266,39750,0,0,1
6,6,29266,39750,0,0,1
6,6,12347,43122,0,0,1
6,6,12347,43122,0,0,1
6,6,36581,58822,0,0,1
6,6,36581,58822,0,0,1
5,6,36315,46895,0,0,1
5,6,36315,46895,0,0,1
5,6,59000,32801,0,0,1
5,6,59000,32801,0,0,1
5,6,39260,26339,0,0,1
5,6,39260,26339,0,0,1
5,6,61649,60224,0,0,1
5,6,61649,60224,0,0,1
5,6,19795,63791,0,0,1
5,6,19795,63791,0,0,1
5,6,46893,11073,0,0,1
5,6,46893,11073,0,0,1
4,6,29123,11604,0,0,1
4,6,29123,11604,0,0,1
4,6,62625,16931,0,0,1
4,6,62625,16931,0,0,1
4,6,30027,10366,0,0,1
4,6,30027,10366,0,0,1
4,6,53727,5767,0,0,1
4,6,53727,5767,0,0,1
4,6,38624,64324,0,0,1
4,6,38624,64324,0,0,1
4,6,53881,48519,0,0,1
4,6,53881,48519,0,0,1
4,6,31330,55859,0,0,1
4,6,31330,55859,0,0,1
3,6,27205,9253,0,0,1
3,6,27205,9253,0,0,1
3,6,58603,53552,0,0,1
3,6,58603,53552,0,0,1
3,6,2711,55575,0,0,1
3,6,2711,55575,0,0,1
3,6,13262,58530,0,0,1
3,6,13262,58530,0,0,1
3,6,15626,18246,0,0,1
3,6,15626,18246,0,0,1
3,6,45203,36775,0,0,1
3,6,45203,36775,0,0,1
2,6,4160,6019,0,0,1
2,6,4160,6019,0,0,1
2,6,32234,64084,0,0,1
2,6,32234,64084,0,0,1
2,6,2823,64778,0,0,1
2,6,2823,64778,0,0,1
2,6,2735,1054,0,0,1
2,6,2735,1054,0,0,1
2,6,48734,57206,0,0,1
2,6,48734,57206,0,0,1
2,6,35651,36787,0,0,1
2,6,35651,36787,0,0,1
2,6,41902,59134,0,0,1
1,6,41902,59134,0,0,1
1,6,64503,36784,0,0,1
1,6,64503,36784,0,0,1
1,6,16107,19999,0,0,1
1,6,16107,19999,0,0,1
1,6,6668,12601,0,0,1
1,6,6668,12601,0,0,1
1,6,6370,16933,0,0,1
1,6,6370,16933,0,0,1
1,6,35399,19239,0,0,1
1,6,35399,19239,0,0,1
1,6,47206,65391,0,0,1
1,6,47206,65391,0,0,1
0,6,61285,47749,0,0,1
0,6,61285,47749,0,0,1
0,6,8669,18843,0,0,1
0,6,8669,18843,0,0,1
0,6,21607,15109,0,0,1
0,6,21607,15109,0,0,1
0,6,8032,11324,0,0,1
0,6,8032,11324,0,0,1
0,6,38978,47594,0,0,1
0,6,38978,47594,0,0,1
0,6,19377,23414,0,0,1
0,6,19377,23414,0,0,1
0,6,34895,34265,0,0,1
0,6,34895,34265,0,0,1
9,6,49150,33017,0,0,1
9,6,49150,33017,0,0,1
9,6,52390,19789,0,0,1
9,6,52390,19789,0,0,1
9,6,43720,39742,0,0,1
9,6,43720,39742,0,0,1
9,6,63106,26493,0,0,1
9,6,63106,26493,0,0,1
9,6,50446,16824,0,0,1
9,6,50446,16824,0,0,1
9,6,1467,47091,0,0,1
9,6,1467,47091,0,0,1
8,6,33629,63961,0,0,1
8,6,33629,63961,0,0,1
8,6,35498,60028,0,0,1
8,6,35498,60028,0,0,1
8,6,50332,40838,0,0,1
8,6,50332,40838,0,0,1
8,6,15480,17545,0,0,1
8,6,15480,17545,0,0,1
8,6,45506,602,0,0,1
8,6,45506,602,0,0,1
8,6,46228,65142,0,0,1
8,6,46228,65142,0,0,1
8,6,37312,11007,0,0,1
8,6,37312,11007,0,0,1
7,6,44340,15949,0,0,1
7,6,44340,15949,0,0,1
7,6,18128,46731,0,0,1
7,6,18128,46731,0,0,1
7,6,29554,22456,0,0,1
7,6,29554,22456,0,0,1
7,6,35382,40165,0,0,1
7,6,35382,40165,0,0,1
7,6,23728,50232,0,0,1
7,6,23728,50232,0,0,1
7,6,57740,55773,0,0,1
7,6,57740,55773,0,0,1
7,6,48597,49552,0,0,1
6,6,48597,49552,0,0,1
6,6,56730,44905,0,0,1
6,6,56730,44905,0,0,1
6,6,17954,35951,0,0,1
6,6,17954,35951,0,0,1
6,6,8968,23425,0,0,1
6,6,8968,23425,0,0,1
6,6,51210,24288,0,0,1
6,6,51210,24288,0,0,1
6,6,669,41395,0,0,1
6,6,669,41395,0,0,1
6,6,56294,59323,0,0,1
6,6,56294,59323,0,0,1
5,6,28312,2774,0,0,1
5,6,28312,2774,0,0,1
5,6,37259,16262,0,0,1
5,6,37259,16262,0,0,1
5,6,32098,32664,0,0,1
5,6,32098,32664,0,0,1
5,6,46724,23889,0,0,1
5,6,46724,23889,0,0,1
5,6,2788,170,0,0,1
5,6,2788,170,0,0,1
5,6,25696,2105,0,0,1
5,6,25696,2105,0,0,1
5,6,60629,12602,0,0,1
5,6,60629,12602,0,0,1
4,6,15788,8984,0,0,1
4,6,15788,8984,0,0,1
4,6,57084,35772,0,0,1
4,6,57084,35772,0,0,1
4,6,24760,54961,0,0,1
4,6,24760,54961,0,0,1
4,6,52675,27475,0,0,1
4,6,52675,27475,0,0,1
4,6,9174,1062,0,0,1
4,6,9174,1062,0,0,1
4,6,9601,39220,0,0,1
4,6,9601,39220,0,0,1
3,6,15381,27434,0,0,1
3,6,15381,27434,0,0,1
3,6,7547,15761,0,0,1
3,6,7547,15761,0,0,1
3,6,52531,38707,0,0,1
3,6,52531,38707,0,0,1
3,6,35683,55029,0,0,1
3,6,35683,55029,0,0,1
3,6,12857,44202,0,0,1
3,6,12857,44202,0,0,1
3,6,6655,34460,0,0,1
3,6,6655,34460,0,0,1
3,6,44428,5791,0,0,1
3,6,44428,5791,0,0,1
2,6,31970,24339,0,0,1
2,6,31970,24339,0,0,1
2,6,19801,63921,0,0,1
2,6,19801,63921,0,0,1
2,6,40515,30600,0,0,1
2,6,40515,30600,0,0,1
2,6,39260,53116,0,0,1
2,6,39260,53116,0,0,1
2,6,11899,23872,0,0,1
2,6,11899,23872,0,0,1
2,6,43748,63687,0,0,1
2,6,43748,63687,0,0,1
2,6,24517,25792,0,0,1
1,6,24517,25792,0,0,1
1,6,7510,14644,0,0,1
1,6,7510,14644,0,0,1
1,6,64797,52564,0,0,1
1,6,64797,52564,0,0,1
1,6,38687,62777,0,0,1
1,6,38687,62777,0,0,1
1,6,49171,3149,0,0,1
1,6,49171,3149,0,0,1
1,6,15823,26376,0,0,1
1,6,15823,26376,0,0,1
1,6,45549,63393,0,0,1
1,6,45549,63393,0,0,1
0,6,37424,62154,0,0,1
0,6,37424,62154,0,0,1
0,6,38064,53669,0,0,1
0,6,38064,53669,0,0,1
0,6,41214,63101,0,0,1
0,6,41214,63101,0,0,1
0,6,9366,44251,0,0,1
0,6,9366,44251,0,0,1
0,6,11162,24830,0,0,1
0,6,11162,24830,0,0,1
0,6,56331,45449,0,0,1
0,6,56331,45449,0,0,1
0,6,37391,57301,0,0,1
9,6,49150,33017,0,0,1
9,6,49150,33017,0,0,1
9,6,52390,19789,0,0,1
9,6,52390,19789,0,0,1
9,6,43720,39742,0,0,1
9,6,43720,39742,0,0,1
9,6,63106,26493,0,0,1
9,6,63106,26493,0,0,1
9,6,50446,16824,0,0,1
9,6,50446,16824,0,0,1
9,6,1467,47091,0,0,1
9,6,1467,47091,0,0,1
8,6,33629,63961,0,0,1
8,6,33629,63961,0,0,1
8,6,35498,60028,0,0,1
8,6,35498,60028,0,0,1
8,6,50332,40838,0,0,1
8,6,50332,40838,0,0,1
8,6,15480,17545,0,0,1
8,6,15480,17545,0,0,1
8,6,45506,602,0,0,1
8,6,45506,602,0,0,1
8,6,46228,65142,0,0,1
8,6,46228,65142,0,0,1
8,6,37312,11007,0,0,1
8,6,37312,11007,0,0,1
7,6,44340,15949,0,0,1
7,6,44340,15949,0,0,1
7,6,18128,46731,0,0,1
7,6,18128,46731,0,0,1
7,6,29554,22456,0,0,1
7,6,29554,22456,0,0,1
7,6,35382,40165,0,0,1
7,6,35382,40165,0,0,1
7,6,23728,50232,0,0,1
7,6,23728,50232,0,0,1
7,6,57740,55773,0,0,1
7,6,57740,55773,0,0,1
7,6,48597,49552,0,0,1
6,6,48597,49552,0,0,1
6,6,56730,44905,0,0,1
6,6,56730,44905,0,0,1
6,6,17954,35951,0,0,1
6,6,17954,35951,0,0,1
6,6,8968,23425,0,0,1
6,6,8968,23425,0,0,1
6,6,51210,24288,0,0,1
6,6,51210,24288,0,0,1
6,6,669,41395,0,0,1
6,6,669,41395,0,0,1
6,6,56294,59323,0,0,1
6,6,56294,59323,0,0,1
5,6,28312,2774,0,0,1
5,6,28312,2774,0,0,1
5,6,37259,16262,0,0,1
5,6,37259,16262,0,0,1
5,6,32098,32664,0,0,1
5,6,32098,32664,0,0,1
5,6,46724,23889,0,0,1
5,6,46724,23889,0,0,1
5,6,2788,170,0,0,1
5,6,2788,170,0,0,1
5,6,25696,2105,0,0,1
5,6,25696,2105,0,0,1
5,6,60629,12602,0,0,1
5,6,60629,12602,0,0,1
4,6,15788,8984,0,0,1
4,6,15788,8984,0,0,1
4,6,57084,35772,0,0,1
4,6,57084,35772,0,0,1
4,6,24760,54961,0,0,1
4,6,24760,54961,0,0,1
4,6,52675,27475,0,0,1
4,6,52675,27475,0,0,1
4,6,9174,1062,0,0,1
4,6,9174,1062,0,0,1
4,6,9601,39220,0,0,1
4,6,9601,39220,0,0,1
3,6,15381,27434,0,0,1
3,6,15381,27434,0,0,1
3,6,7547,15761,0,0,1
3,6,7547,15761,0,0,1
3,6,52531,38707,0,0,1
3,6,52531,38707,0,0,1
3,6,35683,55029,0,0,1
3,6,35683,55029,0,0,1
3,6,12857,44202,0,0,1
3,6,12857,44202,0,0,1
3,6,6655,34460,0,0,1
3,6,6655,34460,0,0,1
3,6,44428,5791,0,0,1
3,6,44428,5791,0,0,1
2,6,31970,24339,0,0,1
2,6,31970,24339,0,0,1
2,6,19801,63921,0,0,1
2,6,19801,63921,0,0,1
2,6,40515,30600,0,0,1
2,6,40515,30600,0,0,1
2,6,39260,53116,0,0,1
2,6,39260,53116,0,0,1
2,6,11899,23872,0,0,1
2,6,11899,23872,0,0,1
2,6,43748,63687,0,0,1
2,6,43748,63687,0,0,1
2,6,24517,25792,0,0,1
1,6,24517,25792,0,0,1
1,6,7510,14644,0,0,1
1,6,7510,14644,0,0,1
1,6,64797,52564,0,0,1
1,6,64797,52564,0,0,1
1,6,38687,62777,0,0,1
1,6,38687,62777,0,0,1
1,6,49171,3149,0,0,1
1,6,49171,3149,0,0,1
1,6,15823,26376,0,0,1
1,6,15823,26376,0,0,1
1,6,45549,63393,0,0,1
1,6,45549,63393,0,0,1
0,6,37424,62154,0,0,1
0,6,37424,62154,0,0,1
0,6,38064,53669,0,0,1
0,6,38064,53669,0,0,1
0,6,41214,63101,0,0,1
0,6,41214,63101,0,0,1
0,6,9366,44251,0,0,1
0,6,9366,44251,0,0,1
0,6,11162,24830,0,0,1
0,6,11162,24830,0,0,1
0,6,56331,45449,0,0,1
0,6,56331,45449,0,0,1
0,6,37391,57301,0,0,1
9,6,49150,33017,0,0,1
9,6,49150,33017,0,0,1
9,6,52390,19789,0,0,1
9,6,52390,19789,0,0,1
9,6,43720,39742,0,0,1
9,6,43720,39742,0,0,1
9,6,63106,26493,0,0,1
9,6,63106,26493,0,0,1
9,6,50446,16824,0,0,1
9,6,50446,16824,0,0,1
9,6,1467,47091,0,0,1
9,6,1467,47091,0,0,1
8,6,33629,63961,0,0,1
8,6,33629,63961,0,0,1
8,6,35498,60028,0,0,1
8,6,35498,60028,0,0,1
8,6,50332,40838,0,0,1
8,6,50332,40838,0,0,1
8,6,15480,17545,0,0,1
8,6,15480,17545,0,0,1
8,6,45506,602,0,0,1
8,6,45506,602,0,0,1
8,6,46228,65142,0,0,1
8,6,46228,65142,0,0,1
8,6,37312,11007,0,0,1
8,6,37312,11007,0,0,1
7,6,44340,15949,0,0,1
7,6,44340,15949,0,0,1
7,6,18128,46731,0,0,1
7,6,18128,46731,0,0,1
7,6,29554,22456,0,0,1
